PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,1^conc^FLOAT^uM^^^,2^giprct^FLOAT^^^^,3^nbrtest^INT^^^^,4^range^FLOAT^^^^
415292,274784,Inactive,252,,,50,-6,2,9.8
415293,274785,Inactive,255,,,50,-3.7,2,23
415301,274792,Inactive,267,,,50,9.2,2,13.2
415302,274793,Active,357,,,50,99.05,2,0.1
415306,274797,Inactive,262,,,50,4.25,2,5.9
415308,274799,Inactive,264,,,50,6.95,2,9.3
415309,274800,Inactive,270,,,50,12.35,2,15.5
415315,274806,Inactive,267,,,50,9.4,2,4.4
415319,274810,Inactive,260,,,50,2,2,20
415324,274815,Inactive,251,,,50,-7.95,2,12.1
415330,274821,Inactive,290,,,50,32.95,2,9.5
415331,6063196,Inactive,260,,,50,2.6,2,17.4
415333,274824,Inactive,269,,,50,11.3,2,15
415334,87840,Inactive,275,,,50,17.25,2,2.5
415336,274825,Inactive,273,,,50,15,2,76.8
415337,274826,Inactive,258,,,50,0.35,2,8.3
415340,6711172,Inactive,256,,,50,-2.15,2,21.1
415356,274843,Inactive,261,,,50,3.3,2,5.4
415359,274846,Active,355,,,50,97.4,2,0.4
415362,274194,Inactive,277,,,50,19.4,2,54.4
415363,274849,Inactive,292,,,50,34.1,2,17.2
415364,97399,Inactive,290,,,50,32.2,2,19.8
415368,274852,Inactive,264,,,50,6.85,2,18.7
415373,274857,Inactive,327,,,50,69.45,2,13.3
415374,100053,Inactive,263,,,50,5.45,2,13.9
415377,274860,Inactive,274,,,50,16.5,2,5.2
415383,274864,Inactive,255,,,50,-3.45,2,57.3
415384,274865,Inactive,259,,,50,1.05,2,21.9
415402,54610367,Inactive,266,,,50,8.65,2,2.9
415403,6112581,Inactive,280,,,50,22.4,2,0.6
415418,,Inactive,274,,,50,16.3,2,14.2
415419,97401,Inactive,262,,,50,4,2,19.8
415434,,Inactive,221,,,50,-37.5,2,6.4
415438,,Inactive,272,,,50,14.7,2,9
415439,274905,Inactive,258,,,50,-0.3,2,13.6
415440,274906,Inactive,260,,,50,2,2,29.4
415442,274908,Inactive,258,,,50,-0.1,2,13.2
415444,923612,Inactive,270,,,50,12.1,2,20.8
415480,274945,Inactive,272,,,50,14,2,11.2
415490,274955,Inactive,259,,,50,1.05,2,14.1
415491,274956,Inactive,268,,,50,10.75,2,9.1
415493,274958,Active,350,,,50,92.9,2,0.4
415497,5023711,Inactive,258,,,50,-0.15,2,5.7
415498,274963,Active,349,,,5,91,2,2
415499,274964,Inactive,290,,,50,32.2,2,6.6
415500,274965,Inactive,317,,,50,59.8,2,44
415501,274966,Inactive,243,,,50,-15.15,2,31.1
415502,274967,Inactive,262,,,50,4.55,2,21.5
415503,274968,Inactive,266,,,50,8.05,2,2.7
415504,274969,Inactive,258,,,50,0.25,2,22.7
415505,274970,Inactive,259,,,50,1.45,2,19.5
415506,274971,Inactive,277,,,50,19.35,2,23.7
415507,274972,Inactive,270,,,50,12.1,2,8.2
415508,274973,Inactive,265,,,50,7.5,2,6
415509,6083600,Inactive,266,,,50,8.25,2,10.1
415510,274975,Inactive,289,,,50,31.8,2,0.6
415511,274976,Inactive,259,,,50,1.4,2,11.6
415513,274978,Inactive,278,,,50,20,2,0.6
415514,274979,Inactive,271,,,50,13.35,2,36.1
415515,274980,Inactive,242,,,50,-16.4,2,3.6
415516,274981,Inactive,242,,,50,-16.75,2,9.7
415523,6399441,Inactive,288,,,50,30.35,2,7.9
415524,54608247,Active,356,,,50,98.15,2,0.1
415525,54599376,Inactive,286,,,50,28.6,2,8.6
415526,9561016,Inactive,282,,,50,24.9,2,1
415527,54608247,Active,356,,,5,98,2,0
415528,9561016,Inactive,279,,,50,21.15,2,0.3
415530,54606427,Inactive,318,,,5,60,2,5
415531,9562416,Inactive,319,,,5,61,2,9
415532,274991,Inactive,253,,,50,-5.1,2,36.2
415536,274993,Inactive,313,,,50,55.85,2,16.7
415541,274998,Inactive,268,,,50,10.5,2,14
415546,275003,Inactive,284,,,50,26.65,2,10.7
415547,275004,Inactive,267,,,50,9.4,2,39.8
415548,275005,Inactive,280,,,50,22.5,2,61.4
415549,9568563,Inactive,260,,,50,2.35,2,8.1
415552,275009,Inactive,263,,,50,5.95,2,38.9
415553,275010,Inactive,270,,,50,12.7,2,21.8
415554,275011,Inactive,244,,,50,-14.55,2,30.3
415555,9568564,Inactive,263,,,50,5.25,2,21.1
415556,275013,Inactive,256,,,50,-2.55,2,61.7
415557,9568565,Inactive,262,,,50,4,2,15.6
415559,275016,Inactive,284,,,50,26.65,2,10.9
415566,275023,Active,337,,,5,79,2,0
415567,275024,Inactive,258,,,50,0.2,2,6.8
415568,275025,Active,357,,,50,99.45,2,0.1
415574,275032,Inactive,274,,,50,16.9,2,1.8
415575,275033,Inactive,275,,,50,17.45,2,13.3
415576,275034,Inactive,247,,,50,-11.6,2,16.4
415577,275035,Inactive,272,,,50,14,2,1.6
415578,275036,Inactive,276,,,50,18.35,2,12.3
415580,275039,Inactive,269,,,50,11.85,2,2.3
415582,275041,Inactive,262,,,50,4.65,2,7.7
415583,275042,Active,357,,,50,99.5,2,0.2
415584,275043,Inactive,278,,,50,20.3,2,4.8
415590,275049,Inactive,245,,,50,-13.95,2,15.5
415593,275052,Inactive,259,,,50,1.5,2,34.6
415599,275057,Inactive,272,,,50,14.8,2,2.2
415600,275058,Active,356,,,50,98.6,2,0.8
415602,271686,Inactive,270,,,50,12.35,2,0.7
415608,275065,Active,339,,,5,81,2,5
415609,275066,Inactive,300,,,50,42.75,2,2.3
415610,275067,Inactive,253,,,50,-5.25,2,3.3
415611,275068,Active,357,,,50,99.15,2,0.3
415618,275080,Inactive,248,,,50,-10.5,2,5.8
415621,82515,Inactive,291,,,50,33,2,42.2
415622,275081,Inactive,283,,,50,25.7,2,6
415628,275085,Inactive,276,,,50,18.45,2,42.3
415629,275087,Inactive,260,,,50,2.5,2,38
415631,138705,Inactive,245,,,50,-13.45,2,19.5
415632,275089,Inactive,246,,,50,-12.55,2,22.1
415636,6247145,Inactive,246,,,50,-12.25,2,24.9
415639,275095,Inactive,270,,,50,12.55,2,13.7
415640,275096,Inactive,263,,,50,5.6,2,26.4
415641,275097,Active,346,,,5,88,2,1
415643,275098,Active,347,,,50,89.65,2,13.3
415644,275099,Inactive,250,,,50,-8.7,2,1
415646,275101,Inactive,258,,,50,0.35,2,19.3
415647,275102,Inactive,264,,,50,6.3,2,22.2
415649,275104,Inactive,288,,,50,30.65,2,29.1
415650,275105,Active,356,,,5,98,2,0
415651,275106,Inactive,262,,,50,4.55,2,23.9
415652,275107,Active,357,,,50,99.35,2,0.1
415656,9568568,Inactive,253,,,50,-5.85,2,20.9
415657,9568569,Inactive,260,,,50,2.15,2,36.3
415658,9568570,Inactive,255,,,50,-3.7,2,16.6
415670,6861597,Inactive,256,,,50,-2.85,2,15.3
415671,9568574,Inactive,243,,,50,-15.35,2,9.7
415675,54610140,Inactive,254,,,50,-4.9,2,1.4
415690,275141,Inactive,250,,,50,-8.2,2,5.2
415695,275147,Inactive,254,,,50,-4.9,2,2.6
415697,275149,Inactive,307,,,50,49.7,2,84
415717,275166,Inactive,294,,,50,36,2,20.4
415718,54606435,Inactive,290,,,50,32,2,0
415723,275172,Inactive,261,,,50,3.9,2,13.2
415730,275178,Inactive,244,,,50,-14.45,2,14.9
415732,5868755,Inactive,248,,,50,-10,2,17
415734,275182,Inactive,264,,,50,6,2,11.6
415735,275183,Inactive,268,,,50,10.6,2,20.6
415736,275184,Inactive,254,,,50,-4.7,2,23.8
415737,97409,Inactive,276,,,50,18,2,11
415738,275185,Inactive,299,,,50,41.05,2,3.1
415739,275186,Inactive,251,,,50,-7.55,2,32.9
415740,275187,Inactive,308,,,50,50.55,2,6.7
415741,5377490,Inactive,308,,,50,50.1,2,19.4
415742,5381709,Inactive,295,,,50,37.9,2,10.8
415743,275189,Inactive,243,,,50,-15.25,2,62.1
415744,275189,Inactive,276,,,50,18.8,2,16.4
415746,5381710,Inactive,241,,,50,-17.55,2,2.1
415748,275193,Inactive,261,,,50,3.35,2,53.1
415749,275193,Inactive,224,,,50,-34.1,2,9.4
415750,275194,Active,342,,,50,84.8,2,3.6
415751,5381711,Inactive,249,,,50,-9.05,2,19.1
415755,275198,Inactive,255,,,50,-3.2,2,10.8
415757,275200,Inactive,242,,,50,-16.25,2,36.5
415776,4544565,Inactive,260,,,50,2.75,2,16.9
415777,3318122,Inactive,250,,,50,-8.55,2,25.3
415781,3934373,Inactive,262,,,50,4.2,2,16
415783,275224,Inactive,249,,,50,-9.15,2,6.1
415794,6512140,Inactive,305,,,50,47.6,2,91
415827,6538678,Inactive,239,,,50,-19.2,2,35.2
415828,54610143,Inactive,263,,,50,5.55,2,4.5
415838,275276,Inactive,261,,,50,3.9,2,2.2
415845,62750,Inactive,254,,,50,-4,2,25.6
415847,275282,Inactive,263,,,50,5,2,13.6
415851,275284,Inactive,250,,,50,-8.05,2,16.1
415855,275288,Inactive,260,,,50,2.05,2,4.5
415859,275292,Inactive,259,,,50,1.75,2,14.3
415860,275293,Inactive,273,,,50,15.9,2,8.4
415864,275296,Inactive,260,,,50,2.8,2,1.2
415867,275299,Inactive,256,,,50,-2.3,2,8.6
415868,275300,Inactive,251,,,50,-7.3,2,18.8
415869,219812,Inactive,265,,,50,7.9,2,45.6
415875,97414,Inactive,252,,,50,-6.5,2,33.8
415880,95552,Inactive,260,,,50,2.75,2,22.7
415882,275301,Inactive,278,,,50,20.9,2,0
415883,275302,Inactive,262,,,50,4.35,2,2.5
415885,5364759,Inactive,268,,,50,10.6,2,6.6
415890,275305,Inactive,253,,,50,-5.2,2,4.4
415891,84555,Inactive,272,,,50,14.4,2,10.6
415893,81684,Inactive,266,,,50,8.7,2,4.6
415898,97417,Inactive,274,,,50,16.8,2,55.4
415900,97418,Inactive,263,,,50,5.35,2,7.3
415903,275310,Inactive,251,,,50,-7.65,2,35.7
415916,6399651,Inactive,251,,,50,-7.6,2,1.8
415917,6378067,Inactive,256,,,50,-2.3,2,14
415921,5992502,Inactive,247,,,50,-11.7,2,19
415933,70595,Inactive,261,,,50,3.75,2,36.5
415938,275342,Inactive,261,,,50,3.5,2,11.4
415960,275358,Inactive,256,,,50,-2,2,6.6
415961,275359,Inactive,261,,,50,3.3,2,11
415962,275360,Inactive,258,,,50,0.05,2,10.5
415963,275361,Inactive,252,,,50,-6.65,2,17.1
415973,275373,Inactive,258,,,50,0.9,2,52
415985,275384,Inactive,256,,,50,-2.15,2,5.9
416004,122726,Inactive,272,,,50,14.35,2,12.7
416006,5458234,Inactive,240,,,50,-18.25,2,3.7
416007,275403,Inactive,267,,,50,9.75,2,2.5
416011,275406,Inactive,261,,,50,3.7,2,6.8
416016,275411,Inactive,269,,,50,11.75,2,4.7
416022,275415,Inactive,269,,,50,11.75,2,6.3
416025,275418,Inactive,263,,,50,5.85,2,4.9
416026,275419,Inactive,267,,,50,9,2,12
416027,275420,Inactive,269,,,50,11.25,2,6.5
416036,275429,Inactive,263,,,50,5.5,2,16
416037,88499,Inactive,272,,,50,14.7,2,21
416038,97421,Inactive,269,,,50,11.9,2,3.8
416039,97422,Inactive,230,,,50,-28.15,2,7.1
416040,93659,Inactive,269,,,50,11.75,2,0.1
416041,275430,Inactive,288,,,50,30.95,2,19.7
416042,97423,Inactive,273,,,50,15.55,2,2.9
416043,90635,Inactive,310,,,50,52,2,5.2
416044,825,Inactive,271,,,50,13.9,2,6.6
416047,275431,Inactive,318,,,5,60,2,69
416051,70551,Inactive,303,,,50,45.95,2,9.7
416052,275437,Inactive,299,,,50,41.8,2,6.6
416054,275438,Inactive,276,,,50,18,2,83.6
416056,275441,Active,343,,,5,85,2,14
416068,275452,Inactive,262,,,50,4.8,2,9.8
416072,4303705,Inactive,261,,,50,3.7,2,12.8
416073,275457,Inactive,270,,,50,12.5,2,3
416075,275459,Inactive,260,,,50,2.55,2,10.3
416077,4330519,Inactive,246,,,50,-12.7,2,29.6
416078,5133821,Inactive,264,,,50,6.8,2,7
416079,275463,Inactive,270,,,50,12.75,2,1.7
416082,275466,Inactive,310,,,50,52.1,2,0.8
416083,275467,Inactive,266,,,50,8.2,2,16.2
416084,9568588,Inactive,266,,,50,8.3,2,1.2
416085,275469,Inactive,246,,,50,-12.05,2,17.9
416086,3335425,Inactive,270,,,50,12.85,2,23.5
416087,200989,Inactive,263,,,50,5.05,2,14.5
416090,275473,Inactive,266,,,50,8.8,2,8.4
416093,9568589,Inactive,256,,,50,-2.5,2,24.8
416095,275479,Inactive,268,,,50,10.55,2,15.1
416101,275485,Inactive,252,,,50,-6.7,2,37.6
416108,5503335,Active,356,,,5,98,2,1
416109,275493,Inactive,326,,,50,68.35,2,1.5
416110,275494,Inactive,279,,,50,21.65,2,11.5
416111,275495,Inactive,278,,,50,20.6,2,11.4
416112,275496,Inactive,309,,,50,51.15,2,6.9
416113,275497,Inactive,243,,,50,-15.05,2,12.3
416114,275498,Inactive,254,,,50,-4.8,2,3.2
416115,275499,Inactive,250,,,50,-8.8,2,6.6
416116,78418,Inactive,245,,,50,-13.7,2,11.6
416117,275500,Inactive,246,,,50,-12.65,2,2.7
416118,275501,Inactive,270,,,50,12.55,2,3.9
416119,97425,Inactive,251,,,50,-7.45,2,16.7
416120,275502,Inactive,282,,,50,24.2,2,5.2
416121,275503,Inactive,231,,,50,-27.7,2,18.2
416123,275505,Inactive,264,,,50,6.25,2,6.1
416124,275506,Inactive,221,,,50,-37.75,2,7.7
416125,275507,Inactive,279,,,50,21.35,2,10.1
416126,275508,Active,356,,,5,98,2,3
416127,275509,Active,356,,,5,98,2,0
416128,275510,Active,352,,,0.5,94,2,2
416130,275512,Inactive,272,,,50,14.2,2,10.4
416131,96362,Inactive,273,,,50,15.4,2,10.2
416132,5381752,Inactive,279,,,50,21.85,2,30.9
416133,275514,Inactive,221,,,50,-37.5,2,7.8
416134,54600128,Inactive,246,,,50,-12.75,2,22.9
416135,275517,Inactive,276,,,50,18.25,2,6.3
416139,275520,Inactive,239,,,50,-19.05,2,16.3
416145,5317287,Inactive,306,,,50,48.2,2,10.8
416147,275525,Active,328,,,50,70.15,2,1.7
416148,5281628,Inactive,258,,,50,-0.05,2,6.9
416151,99965,Inactive,279,,,50,21.65,2,12.1
416152,275527,Active,354,,,0.5,96,2,2
416153,275528,Active,356,,,5,98,2,0
416154,275529,Inactive,292,,,50,34.6,2,28.6
416155,275530,Inactive,245,,,50,-13.1,2,19.4
416156,275531,Active,352,,,50,94.7,2,1
416158,275533,Inactive,284,,,50,26.15,2,0.7
416159,5381755,Inactive,273,,,50,15.8,2,1.6
416160,5994480,Active,357,,,50,99.3,2,0.2
416175,97428,Inactive,240,,,50,-18.25,2,43.1
416176,275548,Inactive,271,,,50,13.85,2,18.3
416180,97429,Inactive,271,,,50,13.9,2,1.8
416182,12407,Inactive,263,,,50,5.6,2,6
416196,1280940,Inactive,318,,,50,60.35,2,1.7
416198,1670,Inactive,277,,,50,19.45,2,51.7
416199,275566,Inactive,259,,,50,1.5,2,9.4
416201,275568,Inactive,272,,,50,14.85,2,15.5
416202,1352522,Inactive,299,,,50,41.25,2,3.5
416207,275573,Inactive,269,,,50,11.65,2,14.1
416209,275575,Inactive,272,,,50,14.2,2,1.6
416212,275578,Inactive,261,,,0.5,3,2,2
416213,275579,Inactive,263,,,50,5.05,2,9.7
416214,275580,Inactive,282,,,50,24.95,2,91.9
416215,275581,Inactive,282,,,50,24.55,2,11.3
416219,275585,Inactive,244,,,50,-14.6,2,38.4
416226,275591,Inactive,271,,,50,13.15,2,3.7
416227,5790663,Inactive,258,,,50,0.15,2,17.5
416230,275595,Inactive,239,,,50,-19.75,2,5.1
416231,275596,Inactive,256,,,50,-2.45,2,14.9
416232,275597,Inactive,317,,,5,59,2,24
416233,275598,Inactive,263,,,50,5.95,2,7.3
416236,275601,Active,350,,,5,92,2,2
416237,275602,Inactive,253,,,50,-5.2,2,1.6
416247,275611,Inactive,240,,,50,-18.05,2,17.9
416252,275616,Inactive,277,,,50,19.05,2,1.3
416254,94866,Inactive,246,,,50,-12.45,2,41.9
416264,275625,Inactive,271,,,50,13.25,2,2.9
416265,6508864,Inactive,252,,,50,-6.7,2,0.4
416268,233466,Inactive,268,,,50,10.6,2,12.6
416272,275631,Inactive,255,,,50,-3.45,2,6.7
416274,275633,Inactive,254,,,50,-4.5,2,11.8
416278,275637,Inactive,278,,,50,20,2,23.8
416283,275642,Inactive,316,,,50,58.15,2,7.1
416284,6252177,Inactive,274,,,50,16.9,2,8
416285,275644,Inactive,258,,,50,-0.45,2,10.9
416286,97430,Inactive,265,,,50,7.15,2,0.3
416290,272471,Inactive,267,,,50,9.35,2,1.7
416295,275650,Active,351,,,50,93.15,2,2.3
416302,275656,Inactive,259,,,50,1.8,2,2.2
416308,275662,Inactive,259,,,50,1.7,2,14
416310,275664,Inactive,248,,,50,-10.45,2,17.1
416311,275665,Inactive,253,,,50,-5.3,2,35.2
416315,275669,Inactive,258,,,50,0.1,2,17.6
416316,275670,Inactive,282,,,50,24.85,2,17.1
416318,275672,Inactive,314,,,50,56.45,2,42.9
416332,275685,Active,358,,,5,100,2,0
416337,275689,Inactive,289,,,50,31.7,2,46.6
416338,275690,Inactive,274,,,50,16.1,2,7
416349,275698,Inactive,254,,,50,-4.75,2,5.1
416376,275720,Active,342,,,50,84.9,2,3.6
416380,275723,Inactive,256,,,50,-2.8,2,17.4
416382,136630,Inactive,264,,,50,6.2,2,5.6
416386,275727,Inactive,251,,,50,-7.15,2,0.9
416389,,Active,356,,,5,98,2,0
416390,275728,Inactive,250,,,50,-8.15,2,23.5
416391,6183612,Inactive,300,,,50,42.25,2,5.5
416392,5709307,Inactive,234,,,50,-24.15,2,23.3
416393,5374281,Inactive,271,,,50,13.35,2,15.1
416395,5281885,Active,348,,,50,90,2,1.2
416396,71893,Inactive,263,,,50,5.65,2,12.5
416403,444795,Inactive,271,,,50,13.75,2,0.3
416404,445354,Inactive,264,,,50,6.55,2,12.3
416405,638034,Inactive,204,,,50,-54.95,2,16.9
416408,5363390,Inactive,303,,,50,45.3,2,11.4
416409,275735,Inactive,246,,,50,-12.1,2,1.4
416412,275737,Inactive,265,,,50,7,2,4.4
416413,275738,Inactive,254,,,50,-4.65,2,6.7
416414,275739,Inactive,289,,,50,31.85,2,46.7
416415,275740,Inactive,291,,,50,33.7,2,28.4
416416,275741,Inactive,266,,,50,8.2,2,16
416417,275742,Inactive,274,,,5,16,2,16
416418,275744,Inactive,244,,,50,-14.85,2,19.3
416420,140090,Inactive,248,,,50,-10.95,2,29.3
416421,275746,Inactive,247,,,50,-11.9,2,6.8
416422,275748,Inactive,252,,,50,-6.6,2,0.2
416427,275752,Inactive,272,,,50,14.15,2,11.1
416429,275754,Active,357,,,50,99.1,2,0
416430,6391134,Inactive,256,,,50,-2.55,2,1.7
416431,275756,Inactive,248,,,50,-10.75,2,3.9
416432,6392325,Active,351,,,50,93.2,2,2.2
416433,275758,Active,346,,,5,88,2,6
416436,275761,Inactive,248,,,50,-10.75,2,6.3
416438,54676698,Active,351,,,50,93,2,0.6
416439,275764,Inactive,257,,,50,-1.4,2,9
416440,275765,Inactive,253,,,50,-5.3,2,2
416445,275769,Active,356,,,5,98,2,0
416446,275770,Inactive,254,,,50,-4.3,2,5.6
416447,275771,Inactive,319,,,50,61.5,2,10.6
416448,275772,Inactive,246,,,50,-12.5,2,21
416450,275774,Inactive,261,,,50,3.75,2,12.1
416451,275775,Inactive,241,,,50,-17.6,2,6.4
416452,275776,Inactive,283,,,50,25.95,2,0.5
416453,275777,Inactive,246,,,50,-12.25,2,22.1
416460,275783,Inactive,279,,,50,21.7,2,27.6
416461,54610154,Active,344,,,5,86,2,5
416462,275785,Inactive,282,,,50,24.6,2,74.2
416463,692556,Active,354,,,50,96.6,2,0.4
416464,5381768,Active,351,,,50,93.95,2,1.9
416465,275788,Inactive,264,,,50,6.85,2,27.1
416467,275790,Inactive,277,,,50,19.8,2,8.8
416468,275791,Inactive,276,,,50,18.15,2,1.3
416469,5369223,Active,357,,,50,99.15,2,0.1
416474,275794,Inactive,269,,,50,11.5,2,12.4
416475,275795,Inactive,272,,,50,14.1,2,4.8
416476,275796,Inactive,248,,,50,-10,2,25.2
416482,275801,Inactive,262,,,50,4.45,2,1.1
416503,275821,Inactive,264,,,50,6.4,2,0
416504,275822,Inactive,270,,,50,12.25,2,1.5
416513,275831,Inactive,266,,,50,8.2,2,8.8
416516,275834,Inactive,279,,,50,21.8,2,2
416517,275835,Inactive,258,,,50,0.2,2,11.8
416522,275838,Inactive,281,,,50,23.4,2,64.6
416526,275842,Inactive,268,,,50,10.25,2,8.3
416527,275843,Inactive,277,,,50,19.2,2,8.6
416531,275845,Inactive,272,,,50,14.5,2,14.2
416536,10535053,Inactive,279,,,50,21.05,2,72.3
416538,275851,Inactive,271,,,50,13.45,2,35.3
416543,137135,Inactive,283,,,50,25.25,2,7.7
416544,275856,Inactive,247,,,50,-11.8,2,2.8
416545,275857,Inactive,272,,,50,14.65,2,2.1
416557,266035,Inactive,284,,,50,26.95,2,22.9
416564,275870,Inactive,291,,,50,33.3,2,18
416575,275878,Inactive,280,,,50,22.1,2,15.4
416576,275879,Inactive,274,,,50,16.7,2,2.8
416580,275883,Inactive,270,,,50,12.5,2,1.8
416584,275886,Inactive,259,,,50,1.7,2,1.4
416585,275887,Active,355,,,5,97,2,1
416586,275888,Active,343,,,50,85.5,2,24.4
416594,275896,Inactive,279,,,50,21.95,2,44.9
416596,275898,Inactive,253,,,50,-5.4,2,0.4
416597,275899,Inactive,292,,,50,34.4,2,21
416598,275900,Inactive,277,,,50,19.2,2,9
416599,275901,Inactive,297,,,50,39.8,2,2.2
416609,54600131,Active,340,,,50,82.25,2,1.9
416612,275906,Inactive,265,,,50,7.65,2,2.5
416615,275910,Inactive,281,,,50,23.85,2,19.9
416617,275912,Inactive,275,,,50,17.1,2,14.6
416619,275914,Inactive,271,,,50,13.25,2,11.7
416620,275915,Inactive,281,,,50,23.3,2,1.8
416621,275916,Inactive,247,,,50,-11.85,2,6.1
416627,275921,Inactive,270,,,50,12.35,2,1.1
416628,275922,Inactive,252,,,50,-6.6,2,2
416629,97437,Inactive,252,,,50,-6.35,2,0.1
416630,275923,Active,357,,,50,99,2,0.4
416632,275925,Inactive,255,,,50,-3.4,2,12.8
416637,275929,Inactive,254,,,50,-4.35,2,2.5
416641,275932,Inactive,283,,,50,25.25,2,10.3
416647,5381775,Inactive,239,,,50,-19.65,2,16.3
416659,275952,Inactive,257,,,50,-1.9,2,5.8
416664,275957,Inactive,264,,,50,6.75,2,36.1
416669,275961,Inactive,262,,,50,4.85,2,16.7
416670,3419361,Active,356,,,0.5,98,2,1
416671,73488,Inactive,251,,,50,-7.45,2,8.5
416672,3876622,Active,350,,,5,92,2,2
416673,98408,Active,353,,,5,95,2,2
416674,27590,Active,354,,,50,96,2,1.2
416675,275962,Active,353,,,5,95,2,0
416676,275963,Active,344,,,5,86,2,2
416677,5458237,Active,348,,,5,90,2,1
416678,275965,Active,351,,,5,93,2,1
416679,275966,Inactive,305,,,50,47.15,2,15.5
416680,275967,Inactive,301,,,50,43.95,2,5.3
416686,275972,Inactive,262,,,50,4.6,2,43
416703,6711173,Active,356,,,5,98,2,1
416729,6861612,Inactive,243,,,50,-15.4,2,16.2
416763,276044,Inactive,255,,,50,-3.4,2,21.8
416765,276046,Inactive,282,,,50,24.2,2,58.4
416767,276048,Inactive,259,,,50,1.55,2,42.5
416771,276052,Inactive,281,,,50,23.25,2,19.5
416772,276053,Inactive,279,,,50,21.8,2,6.6
416774,276054,Inactive,275,,,0.5,17,2,39
416775,276055,Inactive,298,,,50,40.55,2,1.7
416779,276059,Inactive,285,,,50,27.7,2,37.4
416786,276064,Active,348,,,50,90.1,2,1.4
416791,276068,Inactive,282,,,50,24.3,2,8.2
416792,3305198,Inactive,279,,,50,21.45,2,13.9
416802,276078,Inactive,254,,,50,-4.8,2,19.6
416805,276081,Inactive,266,,,50,8.75,2,10.3
416806,276082,Inactive,251,,,50,-7.5,2,4.4
416813,276089,Inactive,284,,,50,26.15,2,19.7
416819,276095,Inactive,252,,,50,-6.3,2,2.6
416822,276098,Inactive,272,,,50,14.3,2,5.6
416823,276099,Active,355,,,50,97.7,2,0.4
416825,276101,Inactive,276,,,50,18.2,2,1.6
416826,276102,Inactive,286,,,50,28.05,2,2.9
416829,276104,Inactive,303,,,50,45.9,2,16.6
416832,6370993,Inactive,265,,,50,7.6,2,1
416833,9562436,Inactive,285,,,50,27.45,2,5.7
416834,276109,Inactive,277,,,50,19.9,2,14.8
416836,276110,Inactive,272,,,50,14.95,2,15.5
416837,276111,Inactive,265,,,50,7.6,2,4
416838,54601467,Inactive,293,,,50,35.2,2,1.8
416843,16975,Inactive,284,,,50,26.45,2,0.5
416844,16982,Inactive,258,,,50,0.65,2,7.7
416846,276118,Inactive,270,,,50,12.25,2,8.3
416847,276119,Inactive,276,,,50,18.65,2,10.5
416849,5965368,Inactive,267,,,50,9,2,0.8
416850,276122,Inactive,307,,,5,49,2,10
416853,97443,Active,357,,,50,99.45,2,0.1
416855,97444,Inactive,276,,,50,18,2,53.8
416856,276126,Inactive,270,,,50,12.95,2,7.9
416857,276127,Inactive,268,,,50,10.65,2,0.7
416858,276128,Inactive,245,,,50,-13.55,2,14.5
416859,276129,Inactive,249,,,50,-9.7,2,2.6
416860,276130,Inactive,300,,,50,42.05,2,44.1
416862,5378518,Inactive,228,,,50,-30.8,2,28.2
416863,5381798,Inactive,302,,,50,44.25,2,34.7
416864,5381799,Inactive,303,,,50,45.65,2,18.5
416866,276136,Inactive,288,,,50,30.4,2,26.4
416867,276137,Active,330,,,50,72.15,2,16.9
416868,276138,Inactive,302,,,50,44.1,2,8.4
416869,276139,Inactive,319,,,50,61.15,2,14.3
416870,276140,Inactive,274,,,50,16.8,2,53.4
416871,276141,Inactive,258,,,50,-0.3,2,16.2
416872,234105,Inactive,280,,,50,22.95,2,10.9
416873,220520,Inactive,258,,,50,-0.6,2,28.4
416874,276142,Inactive,287,,,50,29.65,2,0.1
416875,276143,Inactive,243,,,50,-15,2,44.4
416877,276145,Inactive,272,,,50,14.6,2,12.2
416879,276147,Inactive,257,,,50,-1.35,2,16.3
416880,5379265,Inactive,298,,,50,40.05,2,17.5
416882,5320693,Inactive,296,,,50,38,2,24.8
416883,276149,Inactive,267,,,50,9.75,2,1.7
416884,276150,Inactive,241,,,50,-17.75,2,24.3
416885,276151,Inactive,251,,,50,-7.7,2,4.2
416886,5879100,Inactive,277,,,50,19.2,2,3.8
416887,5381800,Inactive,311,,,50,53.3,2,12.6
416888,276154,Active,355,,,5,97,2,1
416891,,Inactive,270,,,50,12.05,2,6.5
416894,4121980,Inactive,282,,,50,24.55,2,9.9
416898,276160,Inactive,291,,,50,33.25,2,6.1
416900,276161,Inactive,263,,,50,5.2,2,4.8
416901,276162,Inactive,258,,,50,-0.05,2,23.9
416904,,Inactive,290,,,50,32.85,2,1.5
416905,,Inactive,298,,,50,40.15,2,6.7
416912,275953,Inactive,268,,,50,10.35,2,21.3
416914,97447,Inactive,318,,,50,60.65,2,12.3
416915,9212,Inactive,235,,,50,-23.5,2,13.8
416954,276215,Active,332,,,50,74.85,2,29.9
416959,80008,Inactive,308,,,50,50.9,2,10.4
416960,23094404,Inactive,303,,,50,45.75,2,5.5
416961,97449,Inactive,283,,,50,25.35,2,11.1
416962,276220,Inactive,246,,,50,-12.55,2,22.1
416963,5280373,Inactive,320,,,50,62.9,2,5
